instancia,valorOtimo,sem_tempo_total,sem_sol_nmpa,sem_sol_mmosp,sem_densidade,sem_tempo_seq,sem_gap,p1_tempo_total,p1_sol_nmpa,p1_sol_mmosp,p1_densidade,p1_tempo_seq,p1_gap,p2_tempo_total,p2_sol_nmpa,p2_sol_mmosp,p2_densidade,p2_tempo_seq,p2_gap,p3_tempo_total,p3_sol_nmpa,p3_sol_mmosp,p3_densidade,p3_tempo_seq,p3_gap
"Frinhani, Carvalho & Soma\Random-600-600-8-10",437.6,0.338,520,520.692,0.102,0.338,18.83%,0.803,526,526.677,0.102,0.586,20.20%,0.683,520,520.692,0.102,0.603,18.83%,0.672,520,520.692,0.102,0.587,18.83%
"Frinhani, Carvalho & Soma\Random-600-600-8-2",437.6,0.334,528,528.674,0.100,0.334,20.66%,0.784,526,526.677,0.100,0.573,20.20%,0.694,528,528.674,0.100,0.609,20.66%,0.695,528,528.674,0.100,0.605,20.66%
"Frinhani, Carvalho & Soma\Random-600-600-8-3",437.6,0.353,535,535.675,0.108,0.353,22.26%,0.875,541,541.675,0.108,0.661,23.63%,0.722,541,541.675,0.108,0.635,23.63%,0.691,541,541.675,0.108,0.613,23.63%
"Frinhani, Carvalho & Soma\Random-600-600-8-4",437.6,0.332,525,525.669,0.098,0.332,19.97%,0.937,528,528.663,0.098,0.709,20.66%,0.662,528,528.661,0.098,0.580,20.66%,0.644,528,528.661,0.098,0.566,20.66%
"Frinhani, Carvalho & Soma\Random-600-600-8-5",437.6,0.340,520,520.661,0.097,0.340,18.83%,0.939,529,529.657,0.097,0.727,20.89%,0.646,529,529.657,0.097,0.566,20.89%,0.646,529,529.657,0.097,0.567,20.89%
"Frinhani, Carvalho & Soma\Random-600-600-8-6",437.6,0.366,537,537.670,0.101,0.366,22.71%,0.805,540,540.676,0.101,0.572,23.40%,0.701,540,540.675,0.101,0.609,23.40%,0.676,540,540.675,0.101,0.594,23.40%
"Frinhani, Carvalho & Soma\Random-600-600-8-7",437.6,0.349,531,531.667,0.096,0.349,21.34%,0.780,533,533.659,0.096,0.571,21.80%,0.655,533,533.659,0.096,0.568,21.80%,0.775,533,533.659,0.096,0.676,21.80%
"Frinhani, Carvalho & Soma\Random-600-600-8-8",437.6,0.338,544,544.671,0.102,0.338,24.31%,0.806,544,544.671,0.102,0.585,24.31%,0.668,544,544.671,0.102,0.589,24.31%,0.673,544,544.671,0.102,0.593,24.31%
"Frinhani, Carvalho & Soma\Random-600-600-8-9",437.6,0.342,524,524.681,0.101,0.342,19.74%,0.822,524,524.681,0.101,0.602,19.74%,0.710,524,524.681,0.101,0.623,19.74%,0.696,524,524.681,0.101,0.616,19.74%
"Frinhani, Carvalho & Soma\Random-800-800-10-1",658.4,0.690,763,763.705,0.118,0.690,15.89%,1.740,763,763.705,0.118,1.302,15.89%,1.459,763,763.705,0.118,1.301,15.89%,1.450,763,763.705,0.118,1.304,15.89%
"Frinhani, Carvalho & Soma\Random-800-800-10-10",658.4,0.764,755,755.713,0.118,0.764,14.67%,1.717,757,757.715,0.118,1.307,14.98%,1.513,757,757.715,0.118,1.363,14.98%,1.449,757,757.715,0.118,1.307,14.98%
"Frinhani, Carvalho & Soma\Random-800-800-10-2",658.4,0.870,750,750.711,0.118,0.870,13.91%,1.728,750,750.711,0.118,1.320,13.91%,1.451,750,750.711,0.118,1.298,13.91%,1.461,750,750.711,0.118,1.313,13.91%
"Frinhani, Carvalho & Soma\Random-800-800-10-3",658.4,0.763,754,754.719,0.119,0.763,14.52%,1.814,762,762.707,0.119,1.406,15.74%,1.472,766,766.708,0.119,1.327,16.34%,1.481,766,766.708,0.119,1.333,16.34%
"Frinhani, Carvalho & Soma\Random-800-800-10-4",658.4,0.703,755,755.708,0.116,0.703,14.67%,1.737,755,755.708,0.116,1.318,14.67%,1.481,755,755.708,0.116,1.336,14.67%,1.415,755,755.708,0.116,1.260,14.67%
"Frinhani, Carvalho & Soma\Random-800-800-10-5",658.4,0.690,762,762.715,0.121,0.690,15.74%,1.754,762,762.715,0.121,1.323,15.74%,1.801,762,762.715,0.121,1.659,15.74%,1.465,762,762.715,0.121,1.314,15.74%
"Frinhani, Carvalho & Soma\Random-800-800-10-6",658.4,0.789,752,752.712,0.118,0.789,14.22%,1.668,752,752.712,0.118,1.253,14.22%,1.598,752,752.712,0.118,1.448,14.22%,1.444,752,752.712,0.118,1.299,14.22%
"Frinhani, Carvalho & Soma\Random-800-800-10-7",658.4,0.826,760,760.707,0.118,0.826,15.43%,2.043,760,760.707,0.118,1.633,15.43%,1.451,760,760.707,0.118,1.307,15.43%,1.631,760,760.707,0.118,1.490,15.43%
"Frinhani, Carvalho & Soma\Random-800-800-10-8",658.4,0.705,759,759.708,0.118,0.705,15.28%,1.784,759,759.708,0.118,1.347,15.28%,1.509,759,759.708,0.118,1.344,15.28%,1.469,759,759.708,0.118,1.318,15.28%
"Frinhani, Carvalho & Soma\Random-800-800-10-9",658.4,0.697,765,765.709,0.116,0.697,16.19%,1.728,765,765.709,0.116,1.309,16.19%,1.532,765,765.709,0.116,1.328,16.19%,1.542,765,765.709,0.116,1.310,16.19%
"Frinhani, Carvalho & Soma\Random-800-800-14-1",720.3,0.972,793,793.780,0.217,0.972,10.09%,2.397,793,793.781,0.217,1.880,10.09%,1.982,793,793.781,0.217,1.820,10.09%,2.037,793,793.781,0.217,1.886,10.09%
"Frinhani, Carvalho & Soma\Random-800-800-14-10",720.3,0.920,793,793.779,0.219,0.920,10.09%,2.482,793,793.779,0.219,1.930,10.09%,2.192,793,793.779,0.219,2.026,10.09%,2.000,793,793.779,0.219,1.855,10.09%
"Frinhani, Carvalho & Soma\Random-800-800-14-2",720.3,0.904,794,794.770,0.218,0.904,10.23%,2.373,795,795.772,0.218,1.875,10.37%,2.011,795,795.772,0.218,1.849,10.37%,2.109,795,795.772,0.218,1.948,10.37%
"Frinhani, Carvalho & Soma\Random-800-800-14-3",720.3,0.847,795,795.782,0.220,0.847,10.37%,2.404,795,795.784,0.220,1.862,10.37%,2.189,795,795.784,0.220,2.029,10.37%,2.145,795,795.784,0.220,1.990,10.37%
"Frinhani, Carvalho & Soma\Random-800-800-14-4",720.3,0.857,794,794.775,0.218,0.857,10.23%,2.478,794,794.775,0.218,1.957,10.23%,2.052,794,794.775,0.218,1.903,10.23%,2.052,794,794.775,0.218,1.896,10.23%
"Frinhani, Carvalho & Soma\Random-800-800-14-5",720.3,0.944,795,795.777,0.220,0.944,10.37%,2.417,795,795.777,0.220,1.890,10.37%,2.051,795,795.777,0.220,1.891,10.37%,2.147,795,795.777,0.220,1.962,10.37%
"Frinhani, Carvalho & Soma\Random-800-800-14-6",720.3,0.851,796,796.773,0.217,0.851,10.51%,2.463,796,796.773,0.217,1.886,10.51%,2.083,796,796.773,0.217,1.916,10.51%,2.151,796,796.773,0.217,1.997,10.51%
"Frinhani, Carvalho & Soma\Random-800-800-14-7",720.3,0.842,796,796.779,0.218,0.842,10.51%,2.383,796,796.779,0.218,1.840,10.51%,2.205,796,796.779,0.218,2.057,10.51%,2.022,796,796.779,0.218,1.867,10.51%
"Frinhani, Carvalho & Soma\Random-800-800-14-8",720.3,0.927,797,797.784,0.220,0.927,10.65%,2.454,797,797.784,0.220,1.895,10.65%,2.040,797,797.784,0.220,1.879,10.65%,2.083,797,797.784,0.220,1.930,10.65%
"Frinhani, Carvalho & Soma\Random-800-800-14-9",720.3,0.816,796,796.779,0.218,0.816,10.51%,2.328,796,796.779,0.218,1.797,10.51%,2.335,796,796.779,0.218,2.166,10.51%,2.154,796,796.779,0.218,2.004,10.51%
"Frinhani, Carvalho & Soma\Random-800-800-18-1",748.7,1.024,798,798.832,0.337,1.024,6.58%,3.241,798,798.832,0.337,2.532,6.58%,2.687,798,798.832,0.337,2.522,6.58%,2.714,798,798.832,0.337,2.559,6.58%
"Frinhani, Carvalho & Soma\Random-800-800-18-10",748.7,1.030,800,800.829,0.336,1.030,6.85%,3.304,800,800.829,0.336,2.504,6.85%,2.731,800,800.829,0.336,2.499,6.85%,2.781,800,800.829,0.336,2.625,6.85%
"Frinhani, Carvalho & Soma\Random-800-800-18-2",748.7,1.011,799,799.829,0.332,1.011,6.72%,3.175,799,799.829,0.332,2.519,6.72%,2.925,799,799.829,0.332,2.753,6.72%,2.743,799,799.829,0.332,2.571,6.72%
"Frinhani, Carvalho & Soma\Random-800-800-18-3",748.7,1.056,799,799.829,0.328,1.056,6.72%,3.208,799,799.829,0.328,2.505,6.72%,2.623,799,799.829,0.328,2.460,6.72%,2.674,799,799.829,0.328,2.518,6.72%
"Frinhani, Carvalho & Soma\Random-800-800-18-4",748.7,1.212,798,798.830,0.334,1.212,6.58%,3.538,800,800.832,0.334,2.863,6.85%,2.685,800,800.832,0.334,2.510,6.85%,2.680,800,800.832,0.334,2.526,6.85%
"Frinhani, Carvalho & Soma\Random-800-800-18-5",748.7,1.018,800,800.828,0.333,1.018,6.85%,3.401,800,800.826,0.333,2.718,6.85%,2.658,800,800.826,0.333,2.495,6.85%,2.916,800,800.826,0.333,2.748,6.85%
"Frinhani, Carvalho & Soma\Random-800-800-18-6",748.7,1.040,800,800.828,0.335,1.040,6.85%,3.325,800,800.828,0.335,2.635,6.85%,2.736,800,800.828,0.335,2.575,6.85%,2.818,800,800.828,0.335,2.656,6.85%
"Frinhani, Carvalho & Soma\Random-800-800-18-7",748.7,1.052,799,799.824,0.329,1.052,6.72%,3.239,799,799.828,0.329,2.541,6.72%,2.842,799,799.828,0.329,2.647,6.72%,2.820,799,799.828,0.329,2.659,6.72%
"Frinhani, Carvalho & Soma\Random-800-800-18-8",748.7,1.047,800,800.833,0.335,1.047,6.85%,3.304,800,800.833,0.335,2.549,6.85%,2.722,800,800.833,0.335,2.554,6.85%,2.700,800,800.833,0.335,2.537,6.85%
"Frinhani, Carvalho & Soma\Random-800-800-18-9",748.7,1.366,800,800.830,0.332,1.366,6.85%,3.240,800,800.830,0.332,2.531,6.85%,2.651,800,800.830,0.332,2.483,6.85%,2.637,800,800.830,0.332,2.481,6.85%
"Frinhani, Carvalho & Soma\Random-800-800-2-1",190.4,0.349,230,230.626,0.008,0.349,20.80%,0.666,228,228.625,0.008,0.438,19.75%,0.565,228,228.625,0.008,0.427,19.75%,0.574,232,232.622,0.008,0.423,21.85%
"Frinhani, Carvalho & Soma\Random-800-800-2-10",190.4,0.259,226,226.623,0.008,0.259,18.70%,0.733,228,228.648,0.008,0.499,19.75%,0.611,228,228.646,0.008,0.434,19.75%,0.602,228,228.644,0.008,0.429,19.75%
"Frinhani, Carvalho & Soma\Random-800-800-2-2",190.4,0.266,215,215.645,0.008,0.266,12.92%,0.675,211,211.654,0.008,0.440,10.82%,0.575,215,215.645,0.008,0.431,12.92%,0.672,215,215.648,0.008,0.493,12.92%
"Frinhani, Carvalho & Soma\Random-800-800-2-3",190.4,0.256,226,226.649,0.009,0.256,18.70%,0.684,224,224.649,0.009,0.439,17.65%,0.634,226,226.649,0.009,0.448,18.70%,0.600,222,222.656,0.009,0.447,16.60%
"Frinhani, Carvalho & Soma\Random-800-800-2-4",190.4,0.264,236,236.630,0.009,0.264,23.95%,0.683,237,237.635,0.009,0.455,24.47%,0.603,237,237.638,0.009,0.458,24.47%,0.602,230,230.652,0.009,0.449,20.80%
"Frinhani, Carvalho & Soma\Random-800-800-2-5",190.4,0.261,248,248.621,0.009,0.261,30.25%,0.703,240,240.628,0.009,0.463,26.05%,0.582,241,241.632,0.009,0.440,26.58%,0.603,241,241.632,0.009,0.441,26.58%
"Frinhani, Carvalho & Soma\Random-800-800-2-6",190.4,0.257,219,219.663,0.008,0.257,15.02%,0.652,219,219.663,0.008,0.431,15.02%,0.560,219,219.663,0.008,0.425,15.02%,0.592,219,219.664,0.008,0.436,15.02%
"Frinhani, Carvalho & Soma\Random-800-800-2-7",190.4,0.255,217,217.643,0.009,0.255,13.97%,0.706,217,217.643,0.009,0.469,13.97%,0.581,217,217.643,0.009,0.448,13.97%,0.575,217,217.643,0.009,0.431,13.97%
"Frinhani, Carvalho & Soma\Random-800-800-2-8",190.4,0.292,220,220.655,0.008,0.292,15.55%,0.661,235,235.627,0.008,0.439,23.42%,0.600,220,220.655,0.008,0.467,15.55%,0.609,220,220.655,0.008,0.454,15.55%
"Frinhani, Carvalho & Soma\Random-800-800-2-9",190.4,0.271,216,216.649,0.009,0.271,13.45%,0.682,229,229.629,0.009,0.442,20.27%,0.588,233,233.621,0.009,0.449,22.37%,0.591,233,233.622,0.009,0.431,22.37%
"Frinhani, Carvalho & Soma\Random-800-800-20-1",757.8,1.181,800,800.838,0.384,1.181,5.57%,3.805,800,800.838,0.384,2.997,5.57%,3.151,800,800.838,0.384,2.984,5.57%,3.005,800,800.838,0.384,2.840,5.57%
"Frinhani, Carvalho & Soma\Random-800-800-20-10",757.8,1.199,800,800.849,0.391,1.199,5.57%,3.694,799,799.850,0.391,2.941,5.44%,3.069,799,799.850,0.391,2.890,5.44%,3.195,799,799.850,0.391,3.020,5.44%
"Frinhani, Carvalho & Soma\Random-800-800-20-2",757.8,1.227,800,800.842,0.378,1.227,5.57%,3.525,800,800.842,0.378,2.792,5.57%,2.973,800,800.842,0.378,2.799,5.57%,2.940,800,800.842,0.378,2.769,5.57%
"Frinhani, Carvalho & Soma\Random-800-800-20-3",757.8,1.157,800,800.841,0.377,1.157,5.57%,3.701,800,800.841,0.377,2.951,5.57%,3.179,800,800.841,0.377,3.017,5.57%,2.960,800,800.841,0.377,2.800,5.57%
"Frinhani, Carvalho & Soma\Random-800-800-20-4",757.8,1.175,800,800.845,0.396,1.175,5.57%,3.686,800,800.845,0.396,2.905,5.57%,3.090,800,800.845,0.396,2.921,5.57%,3.027,800,800.845,0.396,2.866,5.57%
"Frinhani, Carvalho & Soma\Random-800-800-20-5",757.8,1.237,799,799.854,0.396,1.237,5.44%,3.595,799,799.854,0.396,2.851,5.44%,3.286,799,799.854,0.396,3.037,5.44%,3.047,799,799.854,0.396,2.893,5.44%
"Frinhani, Carvalho & Soma\Random-800-800-20-6",757.8,1.132,799,799.849,0.395,1.132,5.44%,3.705,799,799.849,0.395,2.940,5.44%,3.075,799,799.849,0.395,2.898,5.44%,3.055,799,799.849,0.395,2.893,5.44%
"Frinhani, Carvalho & Soma\Random-800-800-20-7",757.8,1.175,800,800.847,0.396,1.175,5.57%,3.904,800,800.847,0.396,3.128,5.57%,3.083,800,800.847,0.396,2.906,5.57%,3.369,800,800.847,0.396,3.203,5.57%
"Frinhani, Carvalho & Soma\Random-800-800-20-8",757.8,1.173,800,800.846,0.398,1.173,5.57%,3.852,800,800.846,0.398,2.911,5.57%,3.111,800,800.846,0.398,2.930,5.57%,3.105,800,800.846,0.398,2.945,5.57%
"Frinhani, Carvalho & Soma\Random-800-800-20-9",757.8,1.175,800,800.847,0.396,1.175,5.57%,3.893,800,800.847,0.396,3.089,5.57%,3.126,800,800.847,0.396,2.955,5.57%,3.227,800,800.847,0.396,3.065,5.57%
"Frinhani, Carvalho & Soma\Random-800-800-24-1",770.5,1.421,800,800.880,0.512,1.421,3.83%,4.547,800,800.880,0.512,3.643,3.83%,3.898,800,800.880,0.512,3.723,3.83%,3.618,800,800.880,0.512,3.463,3.83%
"Frinhani, Carvalho & Soma\Random-800-800-24-10",770.5,1.253,800,800.876,0.511,1.253,3.83%,4.368,800,800.876,0.511,3.393,3.83%,3.443,800,800.876,0.511,3.273,3.83%,3.715,800,800.876,0.511,3.559,3.83%
"Frinhani, Carvalho & Soma\Random-800-800-24-2",770.5,1.346,800,800.874,0.518,1.346,3.83%,4.268,800,800.874,0.518,3.375,3.83%,3.693,800,800.874,0.518,3.436,3.83%,3.529,800,800.874,0.518,3.368,3.83%
"Frinhani, Carvalho & Soma\Random-800-800-24-3",770.5,1.404,800,800.876,0.513,1.404,3.83%,4.490,800,800.874,0.513,3.579,3.83%,3.584,800,800.874,0.513,3.427,3.83%,3.522,800,800.874,0.513,3.361,3.83%
"Frinhani, Carvalho & Soma\Random-800-800-24-4",770.5,1.483,800,800.877,0.513,1.483,3.83%,4.171,800,800.877,0.513,3.342,3.83%,3.792,800,800.877,0.513,3.620,3.83%,3.562,800,800.877,0.513,3.417,3.83%
"Frinhani, Carvalho & Soma\Random-800-800-24-5",770.5,1.290,800,800.879,0.517,1.290,3.83%,4.235,800,800.879,0.517,3.327,3.83%,3.583,800,800.879,0.517,3.406,3.83%,3.716,800,800.879,0.517,3.566,3.83%
"Frinhani, Carvalho & Soma\Random-800-800-24-6",770.5,1.381,800,800.875,0.508,1.381,3.83%,4.137,800,800.880,0.508,3.277,3.83%,3.505,800,800.880,0.508,3.351,3.83%,3.470,800,800.880,0.508,3.312,3.83%
"Frinhani, Carvalho & Soma\Random-800-800-24-7",770.5,1.275,800,800.873,0.507,1.275,3.83%,4.326,800,800.874,0.507,3.501,3.83%,3.470,800,800.874,0.507,3.249,3.83%,3.675,800,800.874,0.507,3.506,3.83%
"Frinhani, Carvalho & Soma\Random-800-800-24-8",770.5,1.405,800,800.880,0.512,1.405,3.83%,4.150,800,800.880,0.512,3.348,3.83%,3.771,800,800.880,0.512,3.609,3.83%,3.602,800,800.880,0.512,3.459,3.83%
"Frinhani, Carvalho & Soma\Random-800-800-24-9",770.5,1.346,799,799.875,0.510,1.346,3.70%,4.092,799,799.875,0.510,3.281,3.70%,3.380,799,799.875,0.510,3.224,3.70%,3.772,799,799.875,0.510,3.622,3.70%
"Frinhani, Carvalho & Soma\Random-800-800-28-1",778.4,1.420,800,800.898,0.631,1.420,2.77%,4.958,800,800.898,0.631,3.931,2.77%,4.140,800,800.898,0.631,3.981,2.77%,3.942,800,800.898,0.631,3.792,2.77%
"Frinhani, Carvalho & Soma\Random-800-800-28-10",778.4,1.415,800,800.896,0.627,1.415,2.77%,4.863,800,800.896,0.627,3.765,2.77%,3.932,800,800.896,0.627,3.775,2.77%,4.168,800,800.896,0.627,4.021,2.77%
"Frinhani, Carvalho & Soma\Random-800-800-28-2",778.4,1.582,800,800.894,0.631,1.582,2.77%,5.074,800,800.894,0.631,4.132,2.77%,4.065,800,800.894,0.631,3.896,2.77%,4.118,800,800.894,0.631,3.963,2.77%
"Frinhani, Carvalho & Soma\Random-800-800-28-3",778.4,1.486,800,800.894,0.621,1.486,2.77%,5.039,800,800.894,0.621,4.110,2.77%,4.215,800,800.894,0.621,4.052,2.77%,4.024,800,800.894,0.621,3.879,2.77%
"Frinhani, Carvalho & Soma\Random-800-800-28-4",778.4,1.424,800,800.897,0.619,1.424,2.77%,4.758,800,800.897,0.619,3.807,2.77%,3.932,800,800.897,0.619,3.772,2.77%,4.357,800,800.897,0.619,4.205,2.77%
"Frinhani, Carvalho & Soma\Random-800-800-28-5",778.4,1.572,800,800.896,0.629,1.572,2.77%,5.209,800,800.895,0.629,4.256,2.77%,4.514,800,800.895,0.629,4.332,2.77%,4.426,800,800.895,0.629,4.246,2.77%
"Frinhani, Carvalho & Soma\Random-800-800-28-6",778.4,1.605,800,800.896,0.632,1.605,2.77%,5.381,800,800.897,0.632,4.409,2.77%,4.488,800,800.897,0.632,4.309,2.77%,4.516,800,800.897,0.632,4.351,2.77%
"Frinhani, Carvalho & Soma\Random-800-800-28-7",778.4,1.781,800,800.899,0.621,1.781,2.77%,5.218,800,800.899,0.621,4.242,2.77%,4.559,800,800.899,0.621,4.370,2.77%,4.424,800,800.899,0.621,4.258,2.77%
"Frinhani, Carvalho & Soma\Random-800-800-28-8",778.4,1.627,800,800.897,0.627,1.627,2.77%,5.483,800,800.897,0.627,4.356,2.77%,4.785,800,800.897,0.627,4.605,2.77%,4.479,800,800.897,0.627,4.316,2.77%
"Frinhani, Carvalho & Soma\Random-800-800-28-9",778.4,1.619,800,800.898,0.628,1.619,2.77%,5.405,800,800.898,0.628,4.389,2.77%,4.574,800,800.898,0.628,4.318,2.77%,4.568,800,800.898,0.628,4.399,2.77%
"Frinhani, Carvalho & Soma\Random-800-800-30-1",781.1,1.714,800,800.904,0.674,1.714,2.42%,5.892,800,800.904,0.674,4.909,2.42%,4.719,800,800.904,0.674,4.531,2.42%,4.846,800,800.904,0.674,4.636,2.42%
"Frinhani, Carvalho & Soma\Random-800-800-30-10",781.1,1.707,800,800.904,0.675,1.707,2.42%,5.824,800,800.904,0.675,4.807,2.42%,4.720,800,800.904,0.675,4.524,2.42%,4.812,800,800.904,0.675,4.635,2.42%
"Frinhani, Carvalho & Soma\Random-800-800-30-2",781.1,1.733,800,800.903,0.682,1.733,2.42%,5.758,800,800.905,0.682,4.695,2.42%,4.779,800,800.905,0.682,4.584,2.42%,4.853,800,800.905,0.682,4.685,2.42%
"Frinhani, Carvalho & Soma\Random-800-800-30-3",781.1,1.714,800,800.903,0.682,1.714,2.42%,5.782,800,800.903,0.682,4.773,2.42%,4.753,800,800.903,0.682,4.571,2.42%,4.878,800,800.903,0.682,4.710,2.42%
"Frinhani, Carvalho & Soma\Random-800-800-30-4",781.1,1.677,800,800.905,0.673,1.677,2.42%,5.568,800,800.905,0.673,4.566,2.42%,4.759,800,800.905,0.673,4.569,2.42%,4.902,800,800.905,0.673,4.727,2.42%
"Frinhani, Carvalho & Soma\Random-800-800-30-5",781.1,1.746,800,800.906,0.678,1.746,2.42%,5.660,800,800.906,0.678,4.648,2.42%,4.913,800,800.906,0.678,4.724,2.42%,4.724,800,800.906,0.678,4.553,2.42%
"Frinhani, Carvalho & Soma\Random-800-800-30-6",781.1,1.689,800,800.904,0.675,1.689,2.42%,5.616,800,800.904,0.675,4.567,2.42%,4.834,800,800.904,0.675,4.656,2.42%,4.628,800,800.904,0.675,4.462,2.42%
"Frinhani, Carvalho & Soma\Random-800-800-30-7",781.1,1.780,800,800.901,0.675,1.780,2.42%,5.573,800,800.901,0.675,4.526,2.42%,4.861,800,800.901,0.675,4.668,2.42%,4.782,800,800.901,0.675,4.615,2.42%
"Frinhani, Carvalho & Soma\Random-800-800-30-8",781.1,1.779,800,800.904,0.677,1.779,2.42%,5.712,800,800.904,0.677,4.700,2.42%,4.748,800,800.904,0.677,4.565,2.42%,4.775,800,800.904,0.677,4.617,2.42%
"Frinhani, Carvalho & Soma\Random-800-800-30-9",781.1,1.762,800,800.905,0.681,1.762,2.42%,5.620,800,800.905,0.681,4.609,2.42%,4.977,800,800.905,0.681,4.785,2.42%,4.847,800,800.905,0.681,4.680,2.42%
"Frinhani, Carvalho & Soma\Random-800-800-34-1",785.3,1.836,800,800.918,0.759,1.836,1.87%,6.048,800,800.918,0.759,4.963,1.87%,5.330,800,800.918,0.759,5.153,1.87%,5.297,800,800.918,0.759,5.092,1.87%
"Frinhani, Carvalho & Soma\Random-800-800-34-10",785.3,1.861,800,800.920,0.773,1.861,1.87%,6.129,800,800.920,0.773,5.042,1.87%,5.533,800,800.920,0.773,5.257,1.87%,5.311,800,800.920,0.773,5.146,1.87%
"Frinhani, Carvalho & Soma\Random-800-800-34-2",785.3,1.913,800,800.918,0.760,1.913,1.87%,6.138,800,800.919,0.760,5.073,1.87%,5.548,800,800.919,0.760,5.361,1.87%,5.168,800,800.919,0.760,4.999,1.87%
"Frinhani, Carvalho & Soma\Random-800-800-34-3",785.3,1.835,800,800.916,0.769,1.835,1.87%,6.300,800,800.916,0.769,5.195,1.87%,5.840,800,800.916,0.769,5.657,1.87%,5.382,800,800.916,0.769,5.204,1.87%
"Frinhani, Carvalho & Soma\Random-800-800-34-4",785.3,1.850,800,800.919,0.765,1.850,1.87%,6.262,800,800.919,0.765,5.163,1.87%,5.378,800,800.919,0.765,5.176,1.87%,5.372,800,800.919,0.765,5.196,1.87%
"Frinhani, Carvalho & Soma\Random-800-800-34-5",785.3,1.854,800,800.918,0.764,1.854,1.87%,6.261,800,800.918,0.764,5.179,1.87%,5.306,800,800.918,0.764,5.103,1.87%,5.264,800,800.918,0.764,5.088,1.87%
"Frinhani, Carvalho & Soma\Random-800-800-34-6",785.3,1.999,800,800.917,0.758,1.999,1.87%,6.126,800,800.920,0.758,5.053,1.87%,5.239,800,800.920,0.758,5.047,1.87%,5.215,800,800.920,0.758,5.049,1.87%
"Frinhani, Carvalho & Soma\Random-800-800-34-7",785.3,1.844,800,800.918,0.765,1.844,1.87%,6.341,800,800.918,0.765,5.258,1.87%,5.557,800,800.918,0.765,5.375,1.87%,5.219,800,800.918,0.765,5.058,1.87%
"Frinhani, Carvalho & Soma\Random-800-800-34-8",785.3,1.806,800,800.919,0.760,1.806,1.87%,6.588,800,800.919,0.760,5.408,1.87%,5.317,800,800.919,0.760,5.129,1.87%,5.275,800,800.919,0.760,5.093,1.87%
"Frinhani, Carvalho & Soma\Random-800-800-34-9",785.3,1.859,800,800.919,0.768,1.859,1.87%,6.310,800,800.919,0.768,5.242,1.87%,5.394,800,800.919,0.768,5.201,1.87%,5.507,800,800.919,0.768,5.336,1.87%
"Frinhani, Carvalho & Soma\Random-800-800-38-1",788.8,2.077,800,800.928,0.840,2.077,1.42%,6.932,800,800.928,0.840,5.758,1.42%,5.689,800,800.928,0.840,5.495,1.42%,5.698,800,800.928,0.840,5.526,1.42%
"Frinhani, Carvalho & Soma\Random-800-800-38-10",788.8,1.977,800,800.929,0.829,1.977,1.42%,6.701,800,800.929,0.829,5.560,1.42%,5.536,800,800.929,0.829,5.346,1.42%,5.521,800,800.929,0.829,5.353,1.42%
"Frinhani, Carvalho & Soma\Random-800-800-38-2",788.8,2.309,800,800.925,0.833,2.309,1.42%,6.556,800,800.924,0.833,5.410,1.42%,5.592,800,800.924,0.833,5.401,1.42%,5.836,800,800.924,0.833,5.649,1.42%
"Frinhani, Carvalho & Soma\Random-800-800-38-3",788.8,2.054,800,800.924,0.836,2.054,1.42%,6.704,800,800.925,0.836,5.543,1.42%,5.936,800,800.925,0.836,5.649,1.42%,5.887,800,800.925,0.836,5.714,1.42%
"Frinhani, Carvalho & Soma\Random-800-800-38-4",788.8,2.070,800,800.928,0.837,2.070,1.42%,6.908,800,800.928,0.837,5.730,1.42%,6.283,800,800.928,0.837,6.095,1.42%,5.378,800,800.928,0.837,5.207,1.42%
"Frinhani, Carvalho & Soma\Random-800-800-38-5",788.8,1.763,800,800.928,0.836,1.763,1.42%,6.278,800,800.928,0.836,5.227,1.42%,5.070,800,800.928,0.836,4.894,1.42%,5.373,800,800.928,0.836,5.197,1.42%
"Frinhani, Carvalho & Soma\Random-800-800-38-6",788.8,1.970,800,800.927,0.837,1.970,1.42%,6.362,800,800.927,0.837,5.251,1.42%,5.658,800,800.927,0.837,5.490,1.42%,5.451,800,800.927,0.837,5.290,1.42%
"Frinhani, Carvalho & Soma\Random-800-800-38-7",788.8,1.840,800,800.926,0.828,1.840,1.42%,6.519,800,800.926,0.828,5.318,1.42%,5.573,800,800.926,0.828,5.393,1.42%,5.344,800,800.926,0.828,5.158,1.42%
"Frinhani, Carvalho & Soma\Random-800-800-38-8",788.8,1.771,800,800.926,0.833,1.771,1.42%,6.157,800,800.926,0.833,5.091,1.42%,5.254,800,800.926,0.833,5.080,1.42%,5.435,800,800.926,0.833,5.279,1.42%
"Frinhani, Carvalho & Soma\Random-800-800-38-9",788.8,1.854,800,800.930,0.832,1.854,1.42%,6.129,800,800.927,0.832,5.068,1.42%,5.410,800,800.927,0.832,5.238,1.42%,5.269,800,800.927,0.832,5.125,1.42%
"Frinhani, Carvalho & Soma\Random-800-800-4-1",364.0,0.382,427,427.645,0.022,0.382,17.31%,0.986,454,454.634,0.022,0.629,24.73%,0.684,427,427.645,0.022,0.546,17.31%,0.679,427,427.645,0.022,0.558,17.31%
"Frinhani, Carvalho & Soma\Random-800-800-4-10",364.0,0.460,396,396.631,0.020,0.460,8.79%,0.787,413,413.623,0.020,0.534,13.46%,0.714,396,396.631,0.020,0.589,8.79%,0.728,396,396.631,0.020,0.578,8.79%
